Date,Hinckley Reservoir Elevation,Hinckley Reservoir Comparison to Elevation Trigger1,Hinckley Reservoir Comparison to Normal Elevation2,Hinckley Reservoir Discharge,1920 Operating Diagram Release4,Hinckley Reservoir Inflow,Hinckley Reservoir 30-Day Running Average Inflow5,Wilmurt Streamgage Flow,Mohawk Valley Water Authority Withdrawal,Delta Reservoir Elevation,Delta Reservoir Discharge,Nine Mile Feeder Discharge,,,
,(ft),(ft),(ft),(cfs)3,(cfs),(cfs),(cfs),(cfs),(cfs),(ft),(cfs),(cfs),,,
1/11/2009,1222.6,#N/A,11.4,1092,1100,859,1352,435,#N/A,#N/A,#N/A,#N/A,,,
1/10/2009,1223.0,#N/A,11.5,1101,1100,582,1415,402,#N/A,#N/A,#N/A,#N/A,,,
1/9/2009,1223.4,#N/A,11.7,1099,1100,720,1562,447,#N/A,538.2,960,0,,,
1/8/2009,1223.7,#N/A,11.8,1099,1100,782,1678,501,#N/A,538.9,955,0,,,
1/7/2009,1223.9,#N/A,11.9,1091,1100,825,1666,494,#N/A,539.5,960,0,,,
1/6/2009,1224.1,#N/A,11.9,1096,1100,777,1653,521,#N/A,540.2,976,0,,,
1/5/2009,1224.4,#N/A,12.1,1086,1100,167,1649,584,#N/A,540.8,976,0,,,
1/4/2009,1225.1,#N/A,12.8,1111,1100,1148,1665,551,#N/A,#N/A,#N/A,#N/A,,,
1/3/2009,1225.1,#N/A,12.8,1142,1100,1125,1655,678,#N/A,#N/A,#N/A,#N/A,,,
1/2/2009,1225.1,#N/A,12.8,1157,1100,1087,1647,702,#N/A,#N/A,#N/A,#N/A,,,
1/1/2009,1225.2,#N/A,12.9,1302,1050,923,1648,776,#N/A,#N/A,#N/A,#N/A,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
