Date,Hinckley Reservoir Elevation,Hinckley Reservoir Comparison to Elevation Trigger1,Hinckley Reservoir Comparison to Normal Elevation2,Hinckley Reservoir Discharge,1920 Operating Diagram Release4,Hinckley Reservoir Inflow,Hinckley Reservoir 30-Day Running Average Inflow5,Wilmurt Streamgage Flow,Mohawk Valley Water Authority Withdrawal,Delta Reservoir Elevation,Delta Reservoir Discharge,Nine Mile Feeder Discharge,,,
3/2/2013,1197.58,,-1.82,404,800,410,644,223,35.67,,,,,,
3/1/2013,1197.61,,-1.99,408,800,235,855,235,36.57,542.7,231,0,,,
2/28/2013,1197.89,,-1.91,917,950,281,864,236,35.18,542.4,231,0,,,
2/27/2013,1198.78,,-1.12,941,950,236,864,222,36.09,542.3,219,0,,,
2/26/2013,1199.73,,-0.37,943,950,217,866,232,37.97,542.2,219,0,,,
2/25/2013,1200.68,,0.28,945,950,219,868,231,36.9,542.3,219,0,,,
2/24/2013,1201.61,,1.01,944,950,218,869,238,34.83,,,,,,
2/23/2013,1202.52,,1.82,950,950,248,867,,36.8,,,,,,
2/22/2013,1203.37,,2.57,986,950,181,865,277,36.96,542.4,219,0,,,
2/21/2013,1204.32,,3.22,1036,1030,232,870,253,34.98,542.5,219,0,,,
2/20/2013,1205.25,,3.75,1036,1030,257,875,260,35.39,542.6,219,0,,,
2/19/2013,1206.13,,4.33,1030,1030,256,881,250,36.62,542.6,219,0,,,
2/18/2013,1206.99,,4.99,1031,1030,217,893,275,40.93,542.6,219,0,,,
2/17/2013,1207.87,,5.77,1036,1030,300,903,283,,,,,,,
2/16/2013,1208.65,,6.25,1047,1030,296,910,,,,,,,,
2/15/2013,1209.43,,6.73,1051,1030,385,931,310,37.02,542.7,222,0,,,
2/14/2013,1210.11,,7.01,1072,1060,370,957,330,36.64,542.8,225,0,,,
2/13/2013,1210.82,,7.32,1068,1060,353,1000,338,36.57,542.8,225,0,,,
2/12/2013,1211.5,,7.7,1069,1060,449,1027,354,36.28,542.8,225,0,,,
2/11/2013,1212.12,,7.92,1065,1060,462,1031,359,36.98,542.8,228,0,,,
2/10/2013,1212.7,,8.1,1066,1060,349,1028,340,36.8,,,,,,
2/9/2013,1213.39,,8.39,1059,1060,412,1028,370,35.83,,,,,,
2/8/2013,1214,,8.6,981,1060,543,1025,412,34.31,545,1190,0,,,
2/7/2013,1214.41,,8.61,786,700,619,1017,431,40.79,545.7,1190,0,,,
2/6/2013,1214.58,,8.48,705,700,729,1005,527,34.83,546.3,1200,0,,,
2/5/2013,1214.58,,8.08,704,700,892,994,591,37.88,547.3,1170,0,,,
2/4/2013,1214.44,,7.74,704,700,1027,976,843,36.15,547.5,1170,0,,,
2/3/2013,1214.17,,7.27,769,700,1422,954,1160,36.64,,,,,,
2/2/2013,1213.36,,6.26,705,700,2587,919,,35.79,,,,,,
2/1/2013,1211.63,,4.23,706,700,4932,847,3580,38.45,,,,,,
1/31/2013,1207.43,,-0.17,806,800,6734,693,6280,38.21,,,,,,
1/30/2013,1200.68,,-7.22,805,800,514,483,627,37.72,542,249,0,,,
1/29/2013,1201.07,,-7.03,807,800,293,481,279,34.94,542,231,0,,,
1/28/2013,1201.73,,-6.57,808,800,284,487,289,28.55,542.1,231,0,,,
1/27/2013,1202.39,,-6.01,807,800,273,497,404,27.97,,,,,,
1/26/2013,1203.05,,-5.45,801,800,257,507,355,35.87,,,,,,
1/25/2013,1203.71,,-4.89,1129,800,141,520,318,46.2,542.7,364,0,,,
1/24/2013,1204.86,,-3.84,1040,810,201,538,,34.75,542.9,364,0,,,
1/23/2013,1205.81,,-2.79,816,810,343,560,,34.99,543.1,364,0,,,
1/22/2013,1206.35,,-2.25,815,810,359,584,297,34.29,543.4,364,0,,,
1/21/2013,1206.86,,-2.04,815,810,446,620,336,33.96,,,,,,
1/20/2013,1207.28,,-1.82,809,810,622,680,426,34.07,,,,,,
1/19/2013,1207.5,,-1.8,816,810,511,716,432,34.65,,,,,,
1/18/2013,1207.84,,-1.56,791,810,507,757,405,33.86,543.7,368,0,,,
1/17/2013,1208.16,,-1.54,808,800,926,827,637,33.65,543.8,372,0,,,
1/16/2013,1208.06,,-1.84,796,800,1172,854,858,34.61,543.8,372,0,,,
1/15/2013,1207.69,,-2.41,797,800,1655,835,1190,34.32,543.5,249,0,,,
1/14/2013,1206.81,,-3.59,784,800,1149,803,1020,35.05,542.8,280,0,,,
1/13/2013,1206.45,,-4.25,800,800,595,791,395,35.08,,,,,,
1/12/2013,1206.69,,-4.21,880,800,365,803,281,32.39,,,,,,
1/11/2013,1207.16,,-4.04,799,800,333,836,249,34.21,541.9,228,0,,,
1/10/2013,1207.67,,-3.83,886,880,319,900,258,35.45,541.9,228,0,,,
1/9/2013,1208.28,,-3.42,877,880,326,1003,274,35.29,541.9,228,0,,,
1/8/2013,1208.87,,-3.03,903,880,241,1054,309,32.92,541.9,228,0,,,
1/7/2013,1209.58,,-2.42,919,880,397,1071,284,34.61,541.9,228,0,,,
1/6/2013,1210.12,,-2.08,895,880,377,1084,293,34.71,,,,,,
1/5/2013,1210.65,,-1.65,894,880,358,1102,308,32.19,,,,,,
1/4/2013,1211.19,,-1.11,886,880,374,1140,358,33.96,542,231,0,,,
1/3/2013,1211.72,,-0.58,935,930,410,1170,373,35.46,542,231,0,,,
1/2/2013,1212.24,,-0.06,933,930,327,1195,328,33.1,542,231,0,,,
1/1/2013,1212.82,,0.52,929,930,421,1221,338,33.77,,,,,,
