Date,Hinckley Reservoir Elevation,Hinckley Reservoir Comparison to Elevation Trigger1,Hinckley Reservoir Comparison to Normal Elevation2,Hinckley Reservoir Discharge,1920 Operating Diagram Release4,Hinckley Reservoir Inflow,Hinckley Reservoir 30-Day Running Average Inflow5,Wilmurt Streamgage Flow,Mohawk Valley Water Authority Withdrawal,Delta Reservoir Elevation,Delta Reservoir Discharge,Nine Mile Feeder Discharge,,,
9/14/2013,1211.11,7.61,0.21,307,470,537,293,317,32.95,,,,,,
9/13/2013,1210.92,7.32,0.02,363,470,794,284,422,34.36,548.8,199,16,,,
9/12/2013,1210.53,6.73,-0.37,466,470,868,266,419,32.38,548.7,201,16,,,
9/11/2013,1210.16,6.16,-0.94,479,475,532,246,230,32.92,548.5,191,16,,,
9/10/2013,1210.14,5.94,-1.16,477,475,227,237,164,32.7,548.5,193,16,,,
9/9/2013,1210.41,6.01,-1.09,480,475,208,237,122,31.69,548.5,191,16,,,
9/8/2013,1210.7,6.2,-1.1,459,460,210,237,136,32.95,,,,,,
9/7/2013,1210.97,6.27,-1.03,456,460,230,240,,33.61,,,,,,
9/6/2013,1211.21,6.31,-0.99,442,460,215,241,173,,,,,,,
9/5/2013,1211.46,6.36,-0.94,461,460,237,243,196,,548.8,193,16,,,
9/4/2013,1211.7,6.5,-0.9,423,420,348,246,207,26.09,548.9,193,16,,,
9/3/2013,1211.8,6.4,-0.9,423,420,426,246,235,22.33,548.9,196,16,,,
9/2/2013,1211.82,6.22,-1.08,423,420,373,249,186,29.92,,,,,,
9/1/2013,1211.9,6.1,-1.1,420,420,365,257,207,30.93,,,,,,
8/31/2013,1211.97,6.07,-1.03,414,420,341,270,174,34.27,,,,,,
8/30/2013,1212.07,5.97,-1.03,418,420,274,272,168,33.66,548.9,193,16,,,
8/29/2013,1212.24,5.94,-0.96,419,420,244,276,138,31.84,548.9,191,16,,,
8/28/2013,1212.43,5.93,-0.87,414,420,212,282,131,,549,193,16,,,
8/27/2013,1212.65,6.05,-0.95,414,420,212,296,129,30.34,549,193,16,,,
8/26/2013,1212.87,6.07,-0.93,417,420,187,301,108,,549,193,16,,,
8/25/2013,1213.12,6.12,-0.98,409,410,151,305,111,32.43,,,,,,
8/24/2013,1213.39,6.19,-0.91,412,410,152,313,100,32.71,,,,,,
8/23/2013,1213.65,6.25,-0.75,415,410,126,325,96,34.2,,,,,,
8/22/2013,1213.95,6.45,-0.55,413,410,231,342,95,32.21,,,,,,
8/21/2013,1214.14,6.44,-0.56,460,460,113,354,156,34.68,549.4,196,16,,,
8/20/2013,1214.48,6.58,-0.42,462,460,168,362,176,31.3,549.5,196,16,,,
8/19/2013,1214.78,6.68,-0.32,463,460,166,369,176,32.04,549.7,196,16,,,
8/18/2013,1215.07,6.87,-0.23,471,470,228,375,176,32.04,,,,,,
8/17/2013,1215.32,6.92,-0.18,472,470,199,381,176,32.85,,,,,,
8/16/2013,1215.58,6.98,-0.12,466,470,220,388,178,33.16,549.8,196,16,,,
8/15/2013,1215.83,7.03,-0.07,470,470,279,395,183,30.8,549.8,196,16,,,
8/14/2013,1216.02,7.12,0.02,493,500,245,405,183,34.25,549.9,196,16,,,
8/13/2013,1216.27,7.17,0.17,495,500,274,421,176,34.02,549.9,199,16,,,
8/12/2013,1216.49,7.19,0.19,498,500,275,440,176,30.73,550,196,16,,,
8/11/2013,1216.71,7.21,0.41,512,510,202,464,185,33.98,,,,,,
8/10/2013,1217,7.4,0.6,513,510,230,495,196,34.88,,,,,,
8/9/2013,1217.27,7.47,0.77,511,510,284,558,195,31.67,550.2,213,16,,,
8/8/2013,1217.49,7.49,0.79,512,510,255,597,201,31.64,550.2,228,16,,,
8/7/2013,1217.73,7.53,0.93,562,520,275,645,215,32.23,550.3,269,16,,,
8/6/2013,1218,7.6,1,557,520,327,711,243,31.64,550.4,225,16,,,
8/5/2013,1218.22,7.72,1.12,562,520,360,757,286,33.25,550.5,219,16,,,
8/4/2013,1218.42,7.72,1.22,526,520,531,821,344,33.92,,,,,,
8/3/2013,1218.44,7.54,1.04,526,520,590,903,,34.81,,,,,,
8/2/2013,1218.42,7.32,0.92,527,520,767,1050,566,34.78,550.6,360,16,,,
8/1/2013,1218.25,7.05,0.55,526,520,406,1270,270,32.09,550.5,240,16,,,
7/31/2013,1218.37,6.97,0.67,531,530,390,1504,276,34.81,550.6,297,16,,,
7/30/2013,1218.51,6.91,0.61,400,530,434,1556,350,32.77,550.6,368,16,,,
7/29/2013,1218.51,6.71,0.51,529,530,622,1654,480,34.05,,,,,,
7/28/2013,1218.47,6.57,0.37,528,530,349,1824,272,33.1,,,,,,
7/27/2013,1218.64,6.54,0.34,532,530,328,1989,259,35.34,,,,,,
7/26/2013,1218.83,6.53,0.43,530,530,385,2038,316,35,,,,,,
7/25/2013,1218.98,6.48,0.38,524,530,498,2099,424,31.61,550,222,16,,,
7/24/2013,1219.03,6.43,0.33,556,550,650,2116,552,34.02,550,225,16,,,
7/23/2013,1218.98,6.18,0.08,555,550,585,2123,450,,,,,,,
7/22/2013,1218.98,5.98,-0.02,554,550,349,2116,279,31.39,550.1,234,16,,,
7/21/2013,1219.17,5.97,0.07,914,900,377,2119,315,37.39,,,,,,
7/20/2013,1219.64,6.24,0.44,936,900,363,2125,,38.43,,,,,,
7/19/2013,1220.13,6.63,0.73,1173,900,409,2138,294,39.62,,,,,,
7/18/2013,1220.76,7.06,1.16,1607,900,395,2155,336,37.01,,,,,,
7/17/2013,1221.74,7.84,1.94,1576,1720,437,2182,378,36.93,550.5,234,16,,,
7/16/2013,1222.64,8.54,2.74,1628,1720,567,2209,451,35.98,550.5,259,16,,,
7/15/2013,1223.47,9.27,3.47,1632,1720,720,2227,558,34.33,550.8,538,16,,,
7/14/2013,1224.18,9.78,4.08,1609,1800,852,2261,682,35.43,,,,,,
7/13/2013,1224.77,10.17,4.57,1640,1800,1008,2325,,34.81,,,,,,
7/12/2013,1225.26,10.46,5.06,1838,1800,1132,2374,1170,35.29,550.9,910,16,,,
7/11/2013,1225.79,10.89,5.49,1797,1800,2101,2453,1790,33.98,551.1,1100,16,,,
7/10/2013,1225.6,10.5,5.1,1516,1800,1449,2496,1210,34.08,550.6,425,16,,,
7/9/2013,1225.67,10.37,5.07,1974,1800,1704,2487,,31.86,550.8,616,16,,,
7/8/2013,1225.89,10.39,5.09,2154,1800,2256,2473,1580,31.75,550.8,760,16,,,
7/7/2013,1225.84,10.24,4.84,2046,1800,1707,2467,473,34.69,,,,,,
7/6/2013,1226.11,10.31,5.01,2602,1800,2296,2452,,31.63,,,,,,
7/5/2013,1226.36,10.36,5.16,3897,1800,2971,2393,991,32.91,550.8,734,16,,,
7/4/2013,1227.04,10.84,5.74,5757,1800,4995,2310,1710,32.64,,,,,,
7/3/2013,1227.6,11.2,6.2,7526,920,7386,2159,2950,31.94,551.5,2010,16,,,
7/2/2013,1227.72,11.22,6.12,4947,920,7421,1934,4500,34.59,,,,,,
7/1/2013,1225.99,9.29,4.29,2691,920,1942,1713,1460,33.07,,,,,,
6/30/2013,1226.55,9.65,4.65,4113,580,3393,1671,2100,32.48,,,,,,
6/29/2013,1227.09,9.99,5.09,4416,580,5718,1618,,33.32,,,,,,
6/28/2013,1226.18,8.98,3.98,826,580,5289,1472,4290,34.8,550.6,921,16,,,
6/27/2013,1222.91,5.51,0.71,586,580,1799,1335,1290,30.95,550.5,256,16,,,
6/26/2013,1222.01,4.41,-0.29,962,960,2219,1320,1700,31.41,550.5,222,16,,,
6/25/2013,1221.06,3.26,-1.34,959,960,994,1310,901,33.31,550.5,213,16,,,
6/24/2013,1221.06,3.16,-1.44,1150,960,874,1375,674,32.96,550.5,204,16,,,
6/23/2013,1221.3,3.2,-1.4,1452,1450,386,1419,384,33.55,,,,,,
6/22/2013,1222.15,3.85,-0.55,1450,1450,432,1457,387,32.34,,,,,,
6/21/2013,1222.96,4.46,0.26,1452,1450,549,1482,464,34.11,550.6,297,16,,,
6/20/2013,1223.67,5.07,0.77,1523,1450,740,1495,585,32.21,550.7,385,16,,,
6/19/2013,1224.28,5.48,1.28,1619,1800,928,1487,781,32.34,,,,,,
6/18/2013,1224.82,5.82,1.62,1632,1800,1200,1470,,31.23,550.8,739,16,,,
6/17/2013,1225.16,5.96,1.86,1620,1800,1253,1445,1080,31.89,551.9,796,16,,,
6/16/2013,1225.45,6.05,2.15,1513,900,1111,1419,948,32.61,,,,,,
6/15/2013,1225.77,6.27,2.47,2212,900,1740,1399,1250,31.4,,,,,,
6/14/2013,1226.14,6.44,2.84,2660,900,2762,1363,2000,31.53,551.4,1560,16,,,
6/13/2013,1226.09,6.19,2.69,2465,900,2500,1294,1780,,551,828,16,,,
6/12/2013,1226.09,5.99,2.59,1313,560,3491,1236,2550,30.51,551.2,1280,16,,,
6/11/2013,1224.52,4.32,0.92,569,560,3393,1147,2700,31.05,551,1120,16,,,
6/10/2013,1222.42,2.02,-1.28,567,560,1173,1073,775,30.74,550.7,529,16,,,
6/9/2013,1221.98,1.38,-1.82,776,770,1283,1064,1040,30.03,,,,,,
6/8/2013,1221.62,0.82,-2.18,772,770,2081,1039,,32.22,,,,,,
6/7/2013,1220.62,-0.28,-3.28,1050,770,1270,985,955,33.68,550.6,439,16,,,
6/6/2013,1220.47,-0.63,-3.53,1596,770,516,957,321,29.86,550.4,266,16,,,
6/5/2013,1221.35,0.05,-2.75,1615,1100,485,958,363,30.61,550.4,351,16,,,
6/4/2013,1222.25,0.75,-1.95,1264,1100,469,960,440,32.59,550.5,225,16,,,
6/3/2013,1222.89,1.29,-1.41,1030,1100,614,967,541,31.98,550.5,266,16,,,
6/2/2013,1223.23,1.43,-0.97,1195,770,809,972,558,34.04,,,,,,
6/1/2013,1223.55,1.55,-0.65,1117,770,667,977,599,33.45,,,,,,
5/31/2013,1224.62,2.62,0.42,773,770,1824,993,784,30.36,550.8,547,16,,,
5/30/2013,1223.86,1.86,-0.34,778,770,1331,975,1040,,550.9,709,16,,,
5/29/2013,1223.47,1.47,-0.73,579,580,1160,976,1000,32.87,550.6,312,16,,,
5/28/2013,1223.06,1.06,-1.24,584,580,1353,986,1120,29.67,,,,,,
5/27/2013,1222.5,0.5,-1.8,587,580,1913,985,1670,30.56,,,,,,
5/26/2013,1221.49,-0.51,-2.81,611,600,2950,978,2490,30.93,,,,,,
5/25/2013,1219.66,-2.34,-4.74,602,600,2188,960,1910,31.12,,,,,,
5/24/2013,1218.39,-3.61,-6.01,605,600,1546,982,1300,34.37,550.5,316,16,,,
5/23/2013,1217.64,-4.36,-6.76,604,600,1186,983,991,32.45,550.3,320,16,,,
5/22/2013,1217.17,-4.83,-7.23,741,740,914,999,932,35.32,550.2,225,16,,,
5/21/2013,1217.02,-4.98,-7.48,744,740,517,1041,357,32.88,550.1,222,16,,,
5/20/2013,1217.24,-4.76,-7.26,746,740,401,1156,336,32.65,550.1,199,16,,,
5/19/2013,1217.56,-4.44,-6.94,799,800,453,1397,344,33.8,,,,,,
5/18/2013,1217.88,-4.12,-6.62,802,800,482,1526,,34.78,,,,,,
5/17/2013,1218.17,-3.83,-6.33,800,800,508,1647,453,33.81,550.2,222,16,,,
5/16/2013,1218.44,-3.56,-6.06,809,800,663,1788,567,31.66,,,,,,
5/15/2013,1218.59,-3.41,-6.01,918,950,682,1834,562,32.85,550.3,253,0,,,
5/14/2013,1218.81,-3.19,-5.79,960,950,783,1870,619,33.04,550.3,276,0,,,
5/13/2013,1218.98,-3.02,-5.52,1010,950,802,1931,722,31.04,550.3,308,0,,,
5/12/2013,1219.17,-2.83,-5.23,1161,1070,1193,2020,934,34.64,,,,,,
5/11/2013,1219.17,-2.83,-5.23,1082,1070,904,2124,829,35.12,,,,,,
5/10/2013,1219.35,-2.65,-4.95,1082,1070,510,2296,469,32.88,550.3,246,0,,,
5/9/2013,1219.83,-2.17,-4.37,1195,1070,464,2454,424,32.01,,,,,,
5/8/2013,1220.44,-1.56,-3.86,1408,1400,451,2516,435,33.93,550.4,351,0,,,
5/7/2013,1221.23,-0.77,-3.07,1404,1400,527,2541,490,34.32,550.4,185,0,,,
5/6/2013,1221.93,-0.07,-2.47,1405,1400,549,2549,569,34.01,550.5,196,0,,,
5/5/2013,1222.62,0.62,-1.78,1399,1400,692,2554,676,32.91,,,,,,
5/4/2013,1223.18,1.18,-1.22,1405,1400,757,2556,804,32.96,,,,,,
5/3/2013,1223.69,1.69,-0.71,1404,1400,946,2557,942,33.64,550.5,249,0,,,
5/2/2013,1224.06,2.06,-0.24,1487,1400,1158,2560,1060,34.12,,,,,,
5/1/2013,1224.33,2.33,0.23,1643,1750,1279,2565,1170,27.55,550.6,294,0,,,
4/30/2013,1224.62,,0.72,1647,1750,1374,2556,1220,32.89,550.6,320,0,,,
4/29/2013,1224.84,,1.04,1635,1750,1462,2528,785,32.29,550.6,339,0,,,
4/28/2013,1224.99,,1.39,1741,1700,1300,2495,816,32.92,,,,,,
4/27/2013,1225.33,,1.93,2122,1700,1712,2466,1060,32.51,,,,,,
4/26/2013,1225.65,,2.45,2562,1700,2420,2424,1560,32.36,550.7,499,0,,,
4/25/2013,1225.77,,2.97,2196,1700,2828,2358,2130,33.71,550.7,499,0,,,
4/24/2013,1225.33,,2.93,1767,1400,1593,2269,1030,33.51,,,,,,
4/23/2013,1225.48,,3.68,2109,1400,1665,2224,1030,34.14,550.8,542,0,,,
4/22/2013,1225.82,,4.82,3099,1400,2175,2177,1330,31.62,550.9,734,0,,,
4/21/2013,1226.5,,6.2,5007,1400,3968,2115,2340,32.59,,,,,,
4/20/2013,1227.26,,7.46,5268,1400,7615,1992,6610,,,,,,,
4/19/2013,1225.6,,6.4,1478,1400,4347,1753,4230,32.75,551,1130,0,,,
4/18/2013,1223.5,,4.7,1417,1400,4091,1623,3210,33.39,551.2,1130,0,,,
4/17/2013,1221.47,,3.27,1410,1400,4735,1504,4020,32.8,551.3,1390,0,,,
4/16/2013,1218.83,,1.53,1411,1400,2061,1366,1750,33.48,551,921,0,,,
4/15/2013,1218.32,,1.92,1270,1400,1767,1325,1260,34.88,551,1110,0,,,
4/14/2013,1217.93,,2.33,854,850,2611,1300,1610,32.85,,,,,,
4/13/2013,1216.46,,1.56,855,850,3465,1260,,32.63,,,,,,
4/12/2013,1214.19,,-0.01,854,850,4315,1221,2510,33.88,551.4,1650,0,,,
4/11/2013,1210.99,,-2.51,856,850,6071,1155,4000,32.98,,,,,,
4/10/2013,1205.67,,-7.13,742,730,5243,978,4000,35.01,,,,,,
4/9/2013,1200.42,,-11.88,736,730,2319,815,1750,34.02,550.2,256,0,,,
4/8/2013,1198.39,,-13.31,732,730,1192,749,890,32.04,549.5,219,0,,,
4/7/2013,1197.8,,-13.1,602,600,789,719,514,33.6,,,,,,
4/6/2013,1197.58,,-12.52,609,600,689,703,497,37.39,,,,,,
4/5/2013,1197.51,,-11.69,605,600,755,690,513,34.75,548.6,216,0,,,
4/4/2013,1197.34,,-10.86,604,600,788,676,553,,,,,,,
4/3/2013,1197.12,,-9.98,558,550,1017,660,678,36.49,548.3,213,0,,,
4/2/2013,1196.51,,-9.69,564,550,1315,637,907,35.33,547.9,222,0,,,
4/1/2013,1195.46,,-9.84,464,550,1000,605,746,35.77,546.8,231,0,,,
3/31/2013,1194.7,,-9.7,404,1080,556,586,340,,,,,,,
3/30/2013,1194.5,,-9,403,1080,474,575,306,34.69,,,,,,
3/29/2013,1194.43,,-8.27,403,1080,426,569,302,35.55,546,219,0,,,
3/28/2013,1194.43,,-7.37,403,1100,458,562,297,34.46,545.8,213,0,,,
3/27/2013,1194.38,,-6.62,403,1100,426,554,303,35.02,545.8,207,0,,,
3/26/2013,1194.38,,-6.22,697,1100,154,547,308,34.46,545.7,204,0,,,
3/25/2013,1195.24,,-4.96,1058,1100,243,549,318,36.5,545.7,204,0,,,
3/24/2013,1196.46,,-3.54,1093,1100,261,550,333,35.11,,,,,,
3/23/2013,1197.66,,-2.24,1091,1100,301,547,,32.91,,,,,,
3/22/2013,1198.75,,-0.95,1101,1100,301,545,375,33.66,545.7,204,0,,,
3/21/2013,1199.83,,0.23,999,910,426,543,,35.68,545.6,204,0,,,
3/20/2013,1200.59,,1.19,918,910,451,537,432,34.85,545.6,204,0,,,
3/19/2013,1201.2,,1.7,910,910,535,530,445,33.96,545.5,204,0,,,
3/18/2013,1201.69,,2.39,916,910,596,522,505,35.65,545.5,210,0,,,
3/17/2013,1202.1,,3,910,910,811,512,626,34.57,,,,,,
3/16/2013,1202.25,,3.15,915,910,1019,498,821,35.13,,,,,,
3/15/2013,1202.15,,3.15,926,910,1432,476,1070,37.36,,,,,,
3/14/2013,1201.56,,2.76,569,780,2277,440,1510,34.97,,,,,,
3/13/2013,1199.44,,0.74,405,780,2341,379,1830,33.7,,,,,,
3/12/2013,1196.41,,-2.19,400,780,767,316,575,36.55,,,,,,
3/11/2013,1196.36,,-2.34,398,780,353,303,244,35.52,,,,,,
3/10/2013,1196.46,,-2.24,398,780,332,304,210,34.71,,,,,,
3/9/2013,1196.58,,-2.12,399,780,286,312,199,34.71,,,,,,
3/8/2013,1196.75,,-1.85,400,780,319,323,190,36.25,542.6,210,0,,,
3/7/2013,1196.9,,-1.8,400,800,302,336,191,34.13,542.5,210,0,,,
3/6/2013,1197.07,,-1.43,399,800,317,356,199,35.2,542.6,219,0,,,
3/5/2013,1197.22,,-1.28,401,800,319,380,202,36.79,542.6,222,0,,,
3/4/2013,1197.36,,-1.44,402,800,336,416,209,36.38,542.6,222,0,,,
3/3/2013,1197.48,,-1.62,403,800,355,491,219,33.58,,,,,,
