Date,Hinckley Reservoir Elevation,Hinckley Reservoir Comparison to Elevation Trigger1,Hinckley Reservoir Comparison to Normal Elevation2,Hinckley Reservoir Discharge,1920 Operating Diagram Release4,Hinckley Reservoir Inflow,Hinckley Reservoir 30-Day Running Average Inflow5,Wilmurt Streamgage Flow,Mohawk Valley Water Authority Withdrawal,Delta Reservoir Elevation,Delta Reservoir Discharge,Nine Mile Feeder Discharge,,,
,The Jarvis turbine release returned to the Operating Diagram release at 8:30 pm because of decreased flooding in the Mohawk River.,,,,,,,,,,,,,,
9/1/2011,1218.1,12.3,5.1,551,520,913,623,505,34.9,546.6,185,0,,,
8/31/2011,1217.9,12.0,4.9,412,520,1005,601,816,33.7,#N/A,#N/A,#N/A,,,
,The Jarvis turbine release was decreased to 400 cfs at 6 pm to help alleviate downstream flooding that was occurring in the Mohawk River.,,,,,,,,,,,,,,
8/30/2011,1217.4,11.3,4.3,400,520,1840,575,1570,34.1,#N/A,#N/A,#N/A,,,
8/29/2011,1216.2,9.9,3.0,400,520,4374,522,3620,#N/A,#N/A,#N/A,#N/A,,,
8/28/2011,1212.7,6.2,-0.6,1434,520,1323,384,1670,#N/A,#N/A,#N/A,#N/A,,,
8/27/2011,1212.8,6.2,-0.8,1816,520,-27,347,112,#N/A,#N/A,#N/A,#N/A,,,
,The Jarvis turbine release was increased to its capability (1800 cfs) at 2:30 pm today to help reduce the flood potential as hurricane Irene approached.,,,,,,,,,,,,,,
8/26/2011,1214.5,7.7,0.7,1042,520,195,355,128,33.8,546.3,185,0,,,
8/25/2011,1215.3,8.3,1.2,482,480,249,357,128,33.1,#N/A,#N/A,#N/A,,,
8/24/2011,1215.5,8.3,1.2,477,480,198,358,129,32.8,546.4,185,0,,,
8/23/2011,1215.8,8.4,1.4,499,480,264,360,155,32.9,546.4,199,0,,,
8/22/2011,1216.0,8.5,1.5,486,480,294,357,176,32.9,546.5,213,0,,,
8/21/2011,1216.2,8.5,1.5,489,480,285,353,149,33.2,#N/A,#N/A,#N/A,,,
8/20/2011,1216.4,8.5,1.5,490,480,319,350,175,32.9,#N/A,#N/A,#N/A,,,
8/19/2011,1216.6,8.5,1.5,481,480,435,345,232,33.4,#N/A,#N/A,#N/A,,,
8/18/2011,1216.7,8.5,1.4,403,400,551,337,341,32.8,547.4,196,0,,,
8/17/2011,1216.5,8.1,1.0,403,400,1004,326,601,33.1,547.5,196,0,,,
,As of August 16 the Hinckley reservoir 30 day running average inflow trigger became DEACTIVATED.  Normal monitoring of Hinckley resevoir resumed.,,,,,,,,,,,,,,
8/16/2011,1216.0,7.4,0.3,407,400,913,302,815,32.9,547.6,196,0,,,
8/15/2011,1215.5,6.7,-0.4,406,400,326,277,140,33.0,547.6,204,0,,,
8/14/2011,1215.6,6.7,-0.4,399,400,239,273,141,32.1,#N/A,#N/A,#N/A,,,
8/13/2011,1215.7,6.6,-0.4,399,400,307,272,180,33.3,#N/A,#N/A,#N/A,,,
8/12/2011,1215.8,6.5,-0.5,399,400,387,268,261,33.0,548.8,207,0,,,
8/11/2011,1215.9,6.4,-0.4,450,450,622,268,410,35.1,548,2020,0,,,
8/10/2011,1215.8,6.2,-0.6,439,450,908,257,856,#N/A,548.9,185,0,,,
8/9/2011,1215.4,5.6,-1.1,400,450,332,236,187,#N/A,548.7,180,0,,,
8/8/2011,1215.5,5.5,-1.2,450,450,393,235,225,32.9,548.7,180,0,,,
8/7/2011,1215.6,5.4,-1.3,468,450,319,232,135,33.0,#N/A,#N/A,#N/A,,,
8/6/2011,1215.7,5.3,-1.3,478,450,202,234,67,33.8,#N/A,#N/A,#N/A,,,
8/5/2011,1216.0,5.5,-1.1,451,450,150,241,62,33.5,548.9,183,0,,,
8/4/2011,1216.3,5.6,-0.9,522,520,149,251,66,33.9,548.9,177,0,,,
8/3/2011,1216.6,5.7,-0.8,531,520,237,262,66,33.7,549.0,185,0,,,
8/2/2011,1216.9,5.8,-0.6,531,520,247,273,71,33.5,549.0,185,0,,,
8/1/2011,1217.2,6.0,-0.5,527,520,241,283,83,33.4,549.1,185,10,,,
,As of August 1 the Hinckley reservoir 30 day running average inflow trigger became ACTIVATED.  Routine Communication Protocols were utilized.,,,,,,,,,,,,,,
7/31/2011,1217.4,6.0,-0.3,523,520,236,300,100,33.6,#N/A,#N/A,#N/A,,,
7/30/2011,1217.7,6.1,-0.2,519,520,230,333,126,33.6,#N/A,#N/A,#N/A,,,
7/29/2011,1218.0,6.2,0.0,520,520,223,407,84,34.1,549.2,185,10,,,
7/28/2011,1218.3,6.4,0.2,575,580,207,504,77,36.3,549.3,185,10,,,
7/27/2011,1218.6,6.5,0.3,583,580,260,543,87,36.3,549.3,188,10,,,
7/26/2011,1218.9,6.6,0.5,582,580,269,590,98,36.3,549.3,193,10,,,
7/25/2011,1219.2,6.7,0.6,584,580,257,685,78,36.4,549.3,191,10,,,
7/24/2011,1219.5,6.9,0.8,576,580,174,810,67,36.5,#N/A,#N/A,#N/A,,,
7/23/2011,1219.8,7.0,0.9,580,580,175,841,73,#N/A,#N/A,#N/A,#N/A,,,
7/22/2011,1220.2,7.2,1.2,584,580,201,872,81,36.0,549.5,193,10,,,
7/21/2011,1220.5,7.3,1.4,609,610,162,884,87,35.1,549.6,193,10,,,
7/20/2011,1220.9,7.5,1.7,614,610,189,888,95,33.5,549.6,193,10,,,
7/19/2011,1221.2,7.7,1.8,615,610,249,891,106,34.1,549.6,193,10,,,
7/18/2011,1221.6,7.9,2.0,633,610,277,895,96,34.7,549.7,193,10,,,
7/17/2011,1221.9,8.0,2.1,610,610,151,898,94,34.6,#N/A,#N/A,#N/A,,,
7/16/2011,1222.2,8.1,2.3,612,610,226,904,101,34.5,#N/A,#N/A,#N/A,,,
7/15/2011,1222.6,8.4,2.6,612,610,198,910,106,34.9,549.9,237,10,,,
7/14/2011,1222.9,8.5,2.8,598,600,194,918,115,35.3,550.0,249,10,,,
7/13/2011,1223.2,8.6,3.0,598,600,373,928,123,35.2,550.0,249,10,,,
7/12/2011,1223.4,8.6,3.2,597,600,306,935,134,34.2,550.1,259,10,,,
7/11/2011,1223.7,8.8,3.4,596,600,278,944,140,34.2,550.2,287,10,,,
7/10/2011,1223.9,8.8,3.4,604,600,284,949,152,34.2,#N/A,#N/A,#N/A,,,
7/9/2011,1224.2,8.9,3.6,606,600,298,951,172,34.5,#N/A,#N/A,#N/A,,,
7/8/2011,1224.5,9.0,3.7,607,600,390,952,198,35.0,#N/A,#N/A,#N/A,,,
7/7/2011,1224.6,9.0,3.6,604,600,426,952,234,34.5,#N/A,#N/A,#N/A,,,
7/6/2011,1224.8,9.0,3.7,614,600,448,951,258,33.7,550.4,193,10,,,
7/5/2011,1224.9,8.9,3.7,624,600,458,952,325,33.7,550.4,219,10,,,
7/4/2011,1225.1,8.9,3.8,679,600,566,952,439,33.8,#N/A,#N/A,#N/A,,,
7/3/2011,1225.2,8.8,3.8,818,600,570,951,383,33.5,#N/A,#N/A,#N/A,,,
7/2/2011,1225.4,8.9,3.8,1177,600,753,951,484,33.1,#N/A,#N/A,#N/A,,,
7/1/2011,1225.7,9.0,4.0,1895,600,1219,959,693,33.2,550.7,499,10,,,
6/30/2011,1226.2,9.3,4.3,2662,510,2439,941,1190,32.9,#N/A,#N/A,#N/A,,,
6/29/2011,1226.4,9.3,4.4,2274,510,3137,887,2090,#N/A,#N/A,#N/A,#N/A,,,
6/28/2011,1225.8,8.6,3.6,1422,510,1363,825,816,33.1,550.8,669,10,,,
6/27/2011,1225.9,8.5,3.7,1808,510,1694,836,1083,32.8,551.1,1040,10,,,
6/26/2011,1226.0,8.4,3.7,1154,510,3116,843,1943,31.8,#N/A,#N/A,#N/A,,,
6/25/2011,1224.6,6.8,2.2,517,510,4002,783,3226,32.3,#N/A,#N/A,#N/A,,,
6/24/2011,1221.9,4.0,-0.6,499,510,1100,676,573,32.6,550.1,237,10,,,
6/23/2011,1221.5,3.4,-1.2,572,570,1094,679,635,33.2,549.9,225,10,,,
6/22/2011,1221.1,2.8,-1.6,574,570,584,690,222,34.0,549.8,225,10,,,
6/21/2011,1221.1,2.6,-1.6,583,570,269,720,139,33.5,549.9,222,10,,,
6/20/2011,1221.4,2.8,-1.5,566,570,275,779,147,33.5,550.0,222,10,,,
6/19/2011,1221.7,2.9,-1.3,570,570,378,847,170,33.2,#N/A,#N/A,#N/A,,,
6/18/2011,1221.8,2.8,-1.4,570,570,365,884,178,32.4,#N/A,#N/A,#N/A,,,
6/17/2011,1222.0,2.8,-1.3,575,570,344,911,165,31.2,550.1,228,10,,,
6/16/2011,1222.2,2.8,-1.1,605,600,386,938,195,30.1,550.1,234,10,,,
6/15/2011,1222.4,2.9,-0.9,602,600,446,977,240,30.2,550.2,243,10,,,
6/14/2011,1222.6,2.9,-0.7,604,600,486,1022,272,30.5,550.2,273,10,,,
6/13/2011,1222.7,2.8,-0.7,603,600,600,1045,319,30.4,550.2,266,10,,,
6/12/2011,1222.7,2.6,-0.8,601,600,559,1050,307,31.6,#N/A,#N/A,#N/A,,,
6/11/2011,1222.8,2.6,-0.8,601,600,444,1057,194,31.8,#N/A,#N/A,#N/A,,,
6/10/2011,1222.9,2.5,-0.8,598,600,324,1067,159,31.5,550.2,237,10,,,
6/9/2011,1223.2,2.6,-0.6,601,600,326,1084,174,34.6,550.2,259,10,,,
6/8/2011,1223.4,2.6,-0.4,601,600,390,1100,197,31.7,550.3,294,10,,,
6/7/2011,1223.6,2.7,-0.3,604,600,418,1121,238,31.7,550.4,343,10,,,
6/6/2011,1223.8,2.7,-0.3,606,600,471,1147,291,30.9,550.4,403,10,,,
6/5/2011,1223.9,2.6,-0.2,604,600,456,1182,313,30.6,#N/A,#N/A,#N/A,,,
6/4/2011,1224.0,2.5,-0.2,605,600,522,1237,356,#N/A,#N/A,#N/A,#N/A,,,
,The Hinckley downstream discharge returned to the Operating Diagram discharge (600 cfs) after installation of the directional and warning buoys was completed at 11:34am.,,,,,,,,,,,,,,
6/3/2011,1224.1,2.5,-0.2,989,600,577,1334,422,#N/A,550.5,287,10,,,
6/2/2011,1224.4,2.6,0.2,1402,670,1006,1438,500,#N/A,550.6,376,10,,,
,The downstream discharge from Hinckley dam was increased to 1400 cfs at 7:33pm in order to reduce the reservoir water level so that the directional and warning buoys can be safely installed at Hinckley dam.,,,,,,,,,,,,,,
6/1/2011,1224.8,2.8,0.6,1401,670,676,1456,635,#N/A,550.7,449,10,,,
,The downstream discharge from Hinckley dam was increased to 2500 cfs at 4:52pm in order to reduce the reservoir water level overnight so the directional and warning buoys could be safely installed at Hinckley dam on Friday May 27.,,,,,,,,,,,,,,
,The Hinckley downstream discharge returned to the Operating Diagram discharge (670 cfs) after temporary installation of the directional and warning buoys was completed at 9:15am.,,,,,,,,,,,,,,
5/31/2011,1225.3,3.3,1.1,1191,670,820,1487,829,#N/A,550.8,579,10,,,
5/30/2011,1225.6,3.6,1.4,1493,670,1282,1539,1201,#N/A,#N/A,#N/A,#N/A,,,
5/29/2011,1225.8,3.8,1.6,1470,670,1697,1642,1798,#N/A,#N/A,#N/A,#N/A,,,
5/28/2011,1225.6,3.6,1.3,851,670,1885,1967,1605,#N/A,#N/A,#N/A,#N/A,,,
5/27/2011,1224.8,2.8,0.5,1210,670,1335,2457,852,#N/A,550.9,807,10,,,
5/26/2011,1224.8,2.8,0.5,1752,760,783,2827,823,#N/A,550.8,597,10,,,
5/25/2011,1225.5,3.5,1.1,1353,760,1184,3115,1063,#N/A,550.9,739,10,,,
5/24/2011,1225.6,3.6,1.2,1488,760,1426,3201,1285,#N/A,550.9,882,0,,,
5/23/2011,1225.7,3.7,1.3,1737,760,1499,3278,1376,#N/A,551,989,0,,,
5/22/2011,1225.9,3.9,1.5,2075,760,2012,3327,1882,#N/A,#N/A,#N/A,#N/A,,,
5/21/2011,1226.0,4.0,1.5,1701,760,2313,3367,2158,#N/A,#N/A,#N/A,#N/A,,,
5/20/2011,1225.5,3.5,1.0,1166,760,1506,3448,1569,#N/A,551.3,1370,0,,,
5/19/2011,1225.3,3.3,0.8,1140,900,1172,3524,1051,#N/A,550.9,855,0,,,
5/18/2011,1225.3,3.3,0.8,1203,900,1168,3587,1051,29.6,551.0,944,0,,,
5/17/2011,1225.4,3.4,0.9,1112,900,1545,3695,1355,29.6,551.2,1320,0,,,
5/16/2011,1225.1,3.1,0.6,920,900,1801,3793,1427,30.1,551.0,817,0,,,
5/15/2011,1224.5,2.5,-0.2,909,900,1165,3855,692,30.1,#N/A,#N/A,#N/A,,,
5/14/2011,1224.3,2.3,-0.3,912,900,760,3983,429,31.1,#N/A,#N/A,#N/A,,,
5/13/2011,1224.4,2.4,-0.1,917,900,751,4143,437,30.7,550.5,284,0,,,
5/12/2011,1224.9,2.9,0.5,1029,1030,769,4450,488,30.8,550.6,315,0,,,
5/11/2011,1224.9,2.9,0.5,1036,1030,829,4696,560,31.0,550.6,349,0,,,
5/10/2011,1225.0,3.0,0.7,1056,1030,808,4795,676,30.4,550.6,396.0,0,,,
5/9/2011,1225.2,3.2,1.0,1203,1030,1021,4848,862,29.5,550.7,469,0,,,
5/8/2011,1225.3,3.3,1.0,1433,1030,1196,4872,1053,29.8,#N/A,#N/A,#N/A,,,
5/7/2011,1225.5,3.5,1.2,1710,1030,1499,4893,1396,29.3,#N/A,#N/A,#N/A,,,
,The Jarvis turbine release was reduced down to the Operating Diagram release (1030 cfs) at 3:45pm today because of decreasing flood risk as directed by the Canal Corporation.,,,,,,,,,,,,,,
5/6/2011,1225.7,3.7,1.3,2520,1030,2106,4912,2019,28.9,551.1,1030,0,,,
5/5/2011,1226.0,4.0,1.6,3376,1100,3448,4947,3188,29.1,551.4,1620,0,,,
5/4/2011,1226.0,4.0,1.6,2388,1100,3696,4925,3773,28.2,551.5,1830,0,,,
5/3/2011,1225.1,3.1,0.7,1822,1100,1547,4834,1414,28.5,550.8,574,0,,,
5/2/2011,1225.3,3.3,1.0,2260,1100,1607,4809,1591,28.0,550.9,708,0,,,
5/1/2011,1225.8,3.8,1.7,3484,1100,2360,4776,2226,28.6,#N/A,#N/A,#N/A,,,
4/30/2011,1226.6,7.0,2.7,6434,1100,4383,4719,3665,28.1,#N/A,#N/A,#N/A,,,
4/29/2011,1228.1,#N/A,4.3,14231,1100,11451,4591,8079,28.8,552.1,3110,0,,,
4/28/2011,1230.0,#N/A,6.4,14469,1100,16585,4229,-999999,29.2,552.5,3940,0,,,
4/27/2011,1228.6,#N/A,5.2,12009,1100,12431,3696,10058,29.1,552.0,3000,0,,,
,The Jarvis turbine release was increased to its capability (1800 cfs) at about 5:30 pm today to help reduce the flood potential.,,,,,,,,,,,,,,
4/26/2011,1228.3,#N/A,5.1,6861,1100,9413,3302,8328,28.8,551.0,1580,0,,,
