Date,Hinckley Reservoir Elevation,Hinckley Reservoir Comparison to Elevation Trigger1,Hinckley Reservoir Comparison to Normal Elevation2,Hinckley Reservoir Discharge,1920 Operating Diagram Release4,Hinckley Reservoir Inflow,Hinckley Reservoir 30-Day Running Average Inflow5,Wilmurt Streamgage Flow,Mohawk Valley Water Authority Withdrawal,Delta Reservoir Elevation,Delta Reservoir Discharge,Nine Mile Feeder Discharge,,,
4/25/2011,1226.5,#N/A,3.7,3690,1100,3771,3010,2863,30.0,550.7,980,0,,,
4/24/2011,1226.5,#N/A,4.1,3417,1100,3730,2906,2824,30.3,#N/A,#N/A,#N/A,,,
4/23/2011,1226.3,#N/A,4.5,3049,1100,2994,2811,2261,30.5,#N/A,#N/A,#N/A,,,
4/22/2011,1226.3,#N/A,5.3,3814,1100,3212,2745,2371,30.2,550.8,1090,0,,,
4/21/2011,1226.8,#N/A,6.5,4472,1100,4718,2680,3730,30.7,551.2,1570,0,,,
4/20/2011,1226.6,#N/A,6.8,3254,1100,3800,2572,3061,30.0,550.7,1140,0,,,
4/19/2011,1226.3,#N/A,7.1,3636,1100,3048,2509,1992,30.5,550.7,975,0,,,
4/18/2011,1226.7,#N/A,7.9,4582,1100,4417,2494,3080,30.2,550.9,1310,0,,,
4/17/2011,1226.8,#N/A,8.6,4026,1100,4492,2443,3509,#N/A,#N/A,#N/A,#N/A,,,
4/16/2011,1226.5,#N/A,9.2,4153,1100,3645,2352,2624,#N/A,#N/A,#N/A,#N/A,,,
4/15/2011,1226.9,#N/A,10.5,5276,1100,5014,2263,3670,#N/A,550.7,1080,0,,,
4/14/2011,1227.1,#N/A,11.5,7205,1100,5573,2153,4085,#N/A,551.0,1380,0,,,
4/13/2011,1228.3,#N/A,13.4,7805,1100,9945,2018,4831,#N/A,550.8,1070,0,,,
4/12/2011,1226.8,#N/A,12.6,1747,1100,8170,1758,6090,#N/A,550.9,1220,0,,,
4/11/2011,1222.1,#N/A,8.6,1113,1100,3795,1583,3337,#N/A,550.7,1010,0,,,
4/10/2011,1220.0,#N/A,7.2,1106,1100,2398,1570,1654,#N/A,#N/A,#N/A,#N/A,,,
4/9/2011,1218.9,#N/A,6.6,1109,1100,1730,1570,1123,#N/A,#N/A,#N/A,#N/A,,,
4/8/2011,1218.4,#N/A,6.7,1113,1100,1822,1580,1142,#N/A,550.8,1130,0,,,
4/7/2011,1217.9,#N/A,7.0,1107,1100,2074,1605,1265,#N/A,551.0,1410,0,,,
4/6/2011,1217.1,#N/A,7.0,1102,1100,3143,1645,1883,#N/A,551.4,2090,0,,,
4/5/2011,1215.3,#N/A,6.1,1113,1100,2804,1682,2040,#N/A,551.4,2190,0,,,
4/4/2011,1213.9,#N/A,5.7,1112,1100,977,1673,591,#N/A,550.5,755,0,,,
4/3/2011,1214.0,#N/A,6.9,1105,1100,774,1658,465,#N/A,#N/A,#N/A,#N/A,,,
4/2/2011,1214.3,#N/A,8.1,1096,1100,631,1651,429,#N/A,#N/A,#N/A,#N/A,,,
4/1/2011,1214.8,#N/A,9.5,1102,1100,632,1655,410,31.0,550.1,532,0,,,
3/31/2011,1215.2,#N/A,10.8,1102,1100,568,1664,421,31.4,550.1,566,0,,,
3/30/2011,1215.7,#N/A,12.2,1105,1100,577,1667,411,31.6,550.2,626,0,,,
3/29/2011,1216.2,#N/A,13.5,1108,1100,586,1657,436,30.9,550.5,340,0,,,
3/28/2011,1216.6,#N/A,14.8,1111,1100,619,1648,462,30.7,550.6,353,0,,,
3/27/2011,1217.1,#N/A,16.1,1104,1100,641,1638,489,30.9,#N/A,#N/A,#N/A,,,
3/26/2011,1217.5,#N/A,16.9,1106,1100,675,1627,506,31.0,#N/A,#N/A,#N/A,,,
3/25/2011,1217.9,#N/A,17.7,1102,1100,868,1616,601,30.7,550.7,553,0,,,
3/24/2011,1218.1,#N/A,18.1,1101,1100,1018,1603,691,31.2,550.8,658,0,,,
3/23/2011,1218.2,#N/A,18.3,1110,1100,1250,1585,809,31.0,550.9,788,0,,,
3/22/2011,1218.1,#N/A,18.4,1125,1100,1499,1560,#N/A,31.1,551.0,852,0,,,
3/21/2011,1217.8,#N/A,18.2,1115,1100,1892,1526,#N/A,30.9,550.9,722,0,,,
3/20/2011,1217.2,#N/A,17.8,1123,1100,2592,1477,#N/A,30.6,#N/A,#N/A,#N/A,,,
3/19/2011,1215.9,#N/A,16.4,1117,1100,2911,1399,#N/A,31.1,#N/A,#N/A,#N/A,,,
3/18/2011,1214.4,#N/A,15.1,1121,1100,1750,1313,#N/A,31.0,548.2,631,0,,,
3/17/2011,1213.8,#N/A,14.7,999,1000,968,1267,#N/A,30.6,547.8,240,0,,,
3/16/2011,1213.9,#N/A,14.8,996,1000,1715,1244,#N/A,31.0,547.3,243,0,,,
3/15/2011,1213.2,#N/A,14.2,999,1000,1518,1196,#N/A,30.6,547.1,217,0,,,
3/14/2011,1212.7,#N/A,13.9,1018,1000,2163,1155,#N/A,31.0,546.8,229,0,,,
3/13/2011,1211.6,#N/A,12.9,1018,1000,2912,1093,#N/A,31.1,#N/A,#N/A,#N/A,,,
3/12/2011,1209.9,#N/A,11.3,1026,1000,3412,1004,#N/A,31.1,#N/A,#N/A,#N/A,,,
3/11/2011,1207.5,#N/A,8.8,1016,1000,2387,901,#N/A,31.1,543.4,305,0,,,
3/10/2011,1206.1,#N/A,7.4,485,470,2025,831,#N/A,30.9,542.2,212,0,,,
3/9/2011,1204.4,#N/A,5.7,485,470,2595,775,#N/A,30.9,541.9,215,0,,,
3/8/2011,1201.9,#N/A,3.3,480,470,3252,700,#N/A,31.1,541.0,223,0,,,
3/7/2011,1198.4,#N/A,-0.3,498,470,4251,602,#N/A,30.7,539.9,240,0,,,
3/6/2011,1193.0,#N/A,-5.5,490,470,2559,471,#N/A,31.1,#N/A,#N/A,#N/A,,,
3/5/2011,1189.5,#N/A,-9.1,477,470,516,393,#N/A,30.6,#N/A,#N/A,#N/A,,,
3/4/2011,1189.4,#N/A,-9.4,470,470,572,385,#N/A,34.6,535.7,196,0,,,
3/3/2011,1189.3,#N/A,-9.8,454,450,742,377,#N/A,31.0,535.5,198,0,,,
3/2/2011,1188.8,#N/A,-10.6,446,450,892,361,#N/A,31.2,535.2,206,0,,,
3/1/2011,1188.0,#N/A,-11.6,436,450,655,340,#N/A,30.8,534.7,212,0,,,
2/28/2011,1187.6,#N/A,-12.2,437,450,297,327,#N/A,30.7,533.9,193,0,,,
2/27/2011,1187.9,#N/A,-12.0,441,450,307,329,#N/A,30.9,#N/A,#N/A,#N/A,,,
2/26/2011,1188.2,#N/A,-11.9,445,450,315,328,#N/A,31.1,#N/A,#N/A,#N/A,,,
2/25/2011,1188.5,#N/A,-11.9,450,450,312,327,#N/A,30.8,533.8,188,0,,,
2/24/2011,1188.8,#N/A,-11.8,470,480,335,323,#N/A,35.9,533.9,191,0,,,
2/23/2011,1189.1,#N/A,-11.6,482,480,480,322,#N/A,29.0,533.9,191,0,,,
2/22/2011,1189.2,#N/A,-11.6,483,480,477,315,#N/A,31.1,534.0,193,0,,,
2/21/2011,1189.2,#N/A,-11.9,483,480,502,309,#N/A,30.8,534.0,198,0,,,
2/20/2011,1189.2,#N/A,-12.3,484,480,482,302,#N/A,31.0,#N/A,#N/A,#N/A,,,
2/19/2011,1189.3,#N/A,-12.5,485,480,425,297,#N/A,30.8,#N/A,#N/A,#N/A,,,
2/18/2011,1189.4,#N/A,-12.6,497,480,266,293,#N/A,30.9,533.5,188,0,,,
2/17/2011,1189.9,#N/A,-12.2,598,600,326,295,#N/A,30.5,533.4,188,0,,,
2/16/2011,1190.4,#N/A,-12.0,601,600,356,295,#N/A,31.0,533.3,188,0,,,
2/15/2011,1190.9,#N/A,-11.8,602,600,277,292,#N/A,31.0,533.4,201,0,,,
2/14/2011,1191.5,#N/A,-11.6,601,600,287,292,#N/A,30.5,533.5,196,0,,,
2/13/2011,1192.1,#N/A,-11.4,601,600,279,292,#N/A,31.0,#N/A,#N/A,#N/A,,,
2/12/2011,1192.6,#N/A,-11.2,610,600,298,290,#N/A,31.2,#N/A,#N/A,#N/A,,,
2/11/2011,1193.2,#N/A,-11.0,612,600,265,290,#N/A,30.7,533.8,198,0,,,
2/10/2011,1193.8,#N/A,-10.8,669,670,302,292,#N/A,31.1,533.9,196,0,,,
2/9/2011,1194.4,#N/A,-10.6,665,670,290,292,#N/A,30.8,533.9,196,0,,,
2/8/2011,1195.0,#N/A,-10.4,667,670,356,293,#N/A,31.1,534.0,198,0,,,
2/7/2011,1195.5,#N/A,-10.3,668,670,338,295,#N/A,31.0,534.0,198,0,,,
2/6/2011,1196.0,#N/A,-10.1,673,670,302,297,#N/A,#N/A,#N/A,#N/A,#N/A,,,
2/5/2011,1196.6,#N/A,-9.9,677,670,327,300,#N/A,31.1,#N/A,#N/A,#N/A,,,
2/4/2011,1197.1,#N/A,-9.6,674,670,240,302,#N/A,30.6,534.2,196,0,,,
2/3/2011,1197.7,#N/A,-9.2,756,760,276,311,#N/A,31.1,534.2,196,0,,,
2/2/2011,1198.4,#N/A,-8.7,765,760,304,319,#N/A,31.1,#N/A,#N/A,#N/A,,,
2/1/2011,1199.1,#N/A,-8.3,764,760,262,330,#N/A,30.5,#N/A,#N/A,#N/A,,,
1/31/2011,1199.8,#N/A,-7.9,762,760,263,340,#N/A,30.8,534.4,196,0,,,
1/30/2011,1200.4,#N/A,-7.5,765,760,273,344,#N/A,31.2,#N/A,#N/A,#N/A,,,
1/29/2011,1201.1,#N/A,-7.0,764,760,359,347,#N/A,30.7,#N/A,#N/A,#N/A,,,
1/28/2011,1201.6,#N/A,-6.7,767,760,274,350,#N/A,31.2,#N/A,#N/A,#N/A,,,
1/27/2011,1202.2,#N/A,-6.2,820,820,301,355,#N/A,30.7,534.8,198,0,,,
1/26/2011,1202.9,#N/A,-5.6,826,820,171,357,#N/A,31.2,534.9,198,0,,,
1/25/2011,1203.7,#N/A,-4.9,818,820,313,365,#N/A,30.7,534.9,198,0,,,
1/24/2011,1204.3,#N/A,-4.4,817,820,267,371,#N/A,30.6,535.0,201,0,,,
1/23/2011,1204.9,#N/A,-3.7,825,820,311,379,#N/A,#N/A,#N/A,#N/A,#N/A,,,
1/22/2011,1205.5,#N/A,-3.1,826,820,286,387,#N/A,31.0,#N/A,#N/A,#N/A,,,
1/21/2011,1206.1,#N/A,-2.8,819,820,342,396,#N/A,#N/A,535.1,201,0,,,
1/20/2011,1206.7,#N/A,-2.4,894,890,290,404,#N/A,30.9,535.2,201,0,,,
1/19/2011,1207.3,#N/A,-2.0,903,890,327,413,#N/A,30.8,535.2,201,0,,,
1/18/2011,1208.0,#N/A,-1.5,889,890,323,422,#N/A,30.4,535.3,201,0,,,
1/17/2011,1208.6,#N/A,-1.2,910,890,272,432,#N/A,30.4,#N/A,#N/A,#N/A,,,
1/16/2011,1209.2,#N/A,-0.7,926,890,277,450,#N/A,30.8,#N/A,#N/A,#N/A,,,
1/15/2011,1209.9,#N/A,-0.2,921,890,272,468,#N/A,#N/A,#N/A,#N/A,#N/A,,,
1/14/2011,1210.6,#N/A,0.2,908,890,239,490,#N/A,30.5,535.5,201,0,,,
1/13/2011,1211.2,#N/A,0.5,960,960,295,517,#N/A,29.8,535.6,201,0,,,
1/12/2011,1211.9,#N/A,1.0,959,960,317,561,#N/A,30.0,535.5,204,0,,,
1/11/2011,1212.5,#N/A,1.3,963,960,322,613,#N/A,29.6,535.9,204,0,,,
1/10/2011,1213.1,#N/A,1.6,966,960,317,626,#N/A,30.0,536.0,204,0,,,
1/9/2011,1213.7,#N/A,2.0,967,960,406,638,#N/A,29.5,#N/A,#N/A,#N/A,,,
1/8/2011,1214.3,#N/A,2.4,966,960,388,643,#N/A,29.6,#N/A,#N/A,#N/A,,,
1/7/2011,1214.8,#N/A,2.8,967,960,394,651,#N/A,30.0,536.1,212,0,,,
1/6/2011,1215.3,#N/A,3.1,1028,1030,391,663,#N/A,29.7,536.1,217,0,,,
1/5/2011,1215.9,#N/A,3.6,1028,1030,498,677,#N/A,29.3,536.1,217,0,,,
1/4/2011,1216.4,#N/A,4.1,1034,1030,544,690,368,28.5,#N/A,#N/A,#N/A,,,
1/3/2011,1216.8,#N/A,4.5,1008,1030,606,711,416,28.2,541.2,538,0,,,
1/2/2011,1217.2,#N/A,4.9,1040,1030,577,745,392,28.8,#N/A,#N/A,#N/A,,,
1/1/2011,1217.6,#N/A,5.3,1024,1030,379,827,280,28.0,#N/A,#N/A,#N/A,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
